Filename,DataType,Size,Algorithm,TimeSecondsMean,TimeSecondsStd,ComparisonsMean,ComparisonsStd,MemoryBytesMean,MemoryBytesStd
d7500.txt,Descending,7500,MergeSort,0.0006333999999999999,6.3482280992415535e-06,49777.0,0.0,387232.0,0.0
d7500.txt,Descending,7500,QuickSort,0.00044019999999999997,2.8635642126552966e-06,86886.0,0.0,0.0,0.0
d75000.txt,Descending,75000,HeapSort,0.0112686,2.2244100341438957e-05,2135384.0,0.0,0.0,0.0
d75000.txt,Descending,75000,MergeSort,0.0070875999999999995,4.587264980356006e-05,676791.0,0.0,4875712.0,0.0
d75000.txt,Descending,75000,QuickSort,0.005071,1.8547236990991322e-05,1461358.0,0.0,0.0,0.0
d750000.txt,Descending,750000,HeapSort,0.1365088,0.004315522007822453,26272284.0,0.0,0.0,0.0
d750000.txt,Descending,750000,MergeSort,0.0797918,0.00041093393629634345,8238788.0,0.0,58805696.0,0.0
d750000.txt,Descending,750000,QuickSort,0.1438806,0.0002523119101429939,65780279.0,0.0,0.0,0.0
o100.txt,Sorted,100,HeapSort,9.6e-06,5.477225575051662e-07,1085.0,0.0,0.0,0.0
o100.txt,Sorted,100,MergeSort,8e-06,0.0,356.0,0.0,2688.0,0.0
o100.txt,Sorted,100,QuickSort,4.4e-06,5.477225575051665e-07,480.0,0.0,0.0,0.0
o1000.txt,Sorted,1000,HeapSort,0.00011,3.937003937005911e-06,17554.0,0.0,0.0,0.0
o1000.txt,Sorted,1000,MergeSort,7.14e-05,5.412947441089746e-06,5044.0,0.0,39904.0,0.0
o1000.txt,Sorted,1000,QuickSort,3.94e-05,5.477225575051687e-07,8063.0,0.0,0.0,0.0
o10000.txt,Sorted,10000,HeapSort,0.0013792000000000001,3.194839589087371e-05,244399.0,0.0,0.0,0.0
o10000.txt,Sorted,10000,MergeSort,0.0008002,1.1211601134539199e-05,69008.0,0.0,534464.0,0.0
o10000.txt,Sorted,10000,QuickSort,0.0005266,5.683308895353133e-06,116040.0,0.0,0.0,0.0
o100000.txt,Sorted,100000,HeapSort,0.0160286,0.0005758235840949904,3015439.0,0.0,0.0,0.0
o100000.txt,Sorted,100000,MergeSort,0.0093686,0.00021892761360778603,853904.0,0.0,6675712.0,0.0
o100000.txt,Sorted,100000,QuickSort,0.006941600000000001,0.00019211532994532207,2189704.0,0.0,0.0,0.0
o1000000.txt,Sorted,1000000,HeapSort,0.1711808,0.000571782476121829,33763408.0,0.0,0.0,0.0
o1000000.txt,Sorted,1000000,MergeSort,0.10804040000000001,0.002279456909002677,10066432.0,0.0,79805696.0,0.0
o1000000.txt,Sorted,1000000,QuickSort,0.2440782,0.0008879905404901548,114834800.0,0.0,0.0,0.0
o1250000.txt,Sorted,1250000,HeapSort,0.23329500000000003,0.01378360821773459,42943820.0,0.0,0.0,0.0
o1250000.txt,Sorted,1250000,MergeSort,0.1385032,0.0027053344894855643,12973520.0,0.0,101611392.0,0.0
o1250000.txt,Sorted,1250000,QuickSort,0.36853959999999997,0.0009816347589607644,175233485.0,0.0,0.0,0.0
o15000.txt,Sorted,15000,HeapSort,0.0021263999999999996,9.316651759081768e-06,383108.0,0.0,0.0,0.0
o15000.txt,Sorted,15000,MergeSort,0.001225,5.24404424085079e-06,106364.0,0.0,834464.0,0.0
o15000.txt,Sorted,15000,QuickSort,0.0008184,8.443932733033818e-06,186201.0,0.0,0.0,0.0
o1500000.txt,Sorted,1500000,HeapSort,0.2644684,0.0018920760555537865,52207332.0,0.0,0.0,0.0
o1500000.txt,Sorted,1500000,MergeSort,0.1671182,0.0027235791157959807,15791632.0,0.0,123611392.0,0.0
o1500000.txt,Sorted,1500000,QuickSort,0.521096,0.0023877549078580337,248437357.0,0.0,0.0,0.0
o200.txt,Sorted,200,HeapSort,2.04e-05,5.477225575051645e-07,2587.0,0.0,0.0,0.0
o200.txt,Sorted,200,MergeSort,1.6e-05,3.391164991562634e-06,812.0,0.0,6176.0,0.0
o200.txt,Sorted,200,QuickSort,8e-06,7.071067811865481e-07,1153.0,0.0,0.0,0.0
o2000.txt,Sorted,2000,HeapSort,0.0002326,4.77493455452533e-06,39227.0,0.0,0.0,0.0
o2000.txt,Sorted,2000,MergeSort,0.000142,2.8284271247461852e-06,11088.0,0.0,87808.0,0.0
o2000.txt,Sorted,2000,QuickSort,8.46e-05,1.816590212458499e-06,18145.0,0.0,0.0,0.0
o200000.txt,Sorted,200000,HeapSort,0.031823199999999996,4.5898801727279176e-05,6181938.0,0.0,0.0,0.0
o200000.txt,Sorted,200000,MergeSort,0.019462,0.0002232095428067538,1807808.0,0.0,14151424.0,0.0
o200000.txt,Sorted,200000,QuickSort,0.0178532,0.00020594708058139678,6455986.0,0.0,0.0,0.0
o2000000.txt,Sorted,2000000,HeapSort,0.3603058,0.007419145988589284,70666986.0,0.0,0.0,0.0
o2000000.txt,Sorted,2000000,MergeSort,0.2225358,0.0028766029792100137,21132864.0,0.0,167611392.0,0.0
o2000000.txt,Sorted,2000000,QuickSort,0.9187056,0.02495736085406471,433095203.0,0.0,0.0,0.0
o30000.txt,Sorted,30000,HeapSort,0.0044796,1.9385561637466208e-05,826456.0,0.0,0.0,0.0
o30000.txt,Sorted,30000,MergeSort,0.0026272,3.093056740507701e-05,227728.0,0.0,1788928.0,0.0
o30000.txt,Sorted,30000,QuickSort,0.0017125999999999999,2.0132063977645196e-05,427639.0,0.0,0.0,0.0
o500.txt,Sorted,500,HeapSort,5.2400000000000007e-05,2.3021728866442684e-06,7742.0,0.0,0.0,0.0
o500.txt,Sorted,500,MergeSort,3.34e-05,5.47722557505165e-07,2272.0,0.0,17952.0,0.0
o500.txt,Sorted,500,QuickSort,1.74e-05,5.477225575051669e-07,3508.0,0.0,0.0,0.0
o5000.txt,Sorted,5000,HeapSort,0.0006324,5.85662018573854e-06,112098.0,0.0,0.0,0.0
o5000.txt,Sorted,5000,MergeSort,0.0003826,7.92464510246356e-06,32004.0,0.0,247232.0,0.0
o5000.txt,Sorted,5000,QuickSort,0.00024739999999999994,5.941380311005197e-06,52417.0,0.0,0.0,0.0
o50000.txt,Sorted,50000,HeapSort,0.007863,0.00020582395390235755,1450230.0,0.0,0.0,0.0
o50000.txt,Sorted,50000,MergeSort,0.0044772,5.803188778594053e-05,401952.0,0.0,3137856.0,0.0
o50000.txt,Sorted,50000,QuickSort,0.0030012,1.7049926686059406e-05,826216.0,0.0,0.0,0.0
o500000.txt,Sorted,500000,HeapSort,0.0825736,0.0006759610195861869,16164497.0,0.0,0.0,0.0
o500000.txt,Sorted,500000,MergeSort,0.0575394,0.010517864222359978,4783216.0,0.0,37902848.0,0.0
o500000.txt,Sorted,500000,QuickSort,0.0726058,0.00013653277994679495,31710151.0,0.0,0.0,0.0
